Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
" The data challenge is pretty standard, give you a data set and let you build a predictive model and put together some insights. Phone and onsite interviews are all technical interviews. Some statistics (sampling, hypothesis testing, power calculation, etc.), some product sense (whether to launch some features, why some metric changed, etc.), also a CS-like question. ",1,,,"['Would you please elaborate on the \xe2\x80\x9cCS-like question\xe2\x80\x9d: what type of question and how difficult? (Recently received that time-intensive take-home, and I would rather drop out than waste a lot of time if it is likely I would be knocked out at the in-person round anyway)']",Asana,"Dec 10, 2018",InterviewQuestionResult_1992,Data Scientist,
Data science knowledge. Case Studies. PEI.,,,,[],McKinsey & Company,"Dec 10, 2018",InterviewQuestionResult_1993,Data Scientist,
What makes you stand out from other employers?,,,,[],Fitch Ratings,"Dec 10, 2018",InterviewQuestionResult_3757,Data Analyst,
What do you think a cluster-graph of our audience would look like?,,,,"['I had been in the app a fair bit beforehand, so I had a pretty good idea.']",Omlet,"Dec 9, 2018",InterviewQuestionResult_1990,Senior Data Scientist,
simple set comparison question,,,,[],Twitter,"Dec 9, 2018",InterviewQuestionResult_145,Machine Learning Engineer,
Case question.,,,,[],Wayfair,"Dec 9, 2018",InterviewQuestionResult_3756,Data Analytics Analyst,
Explain what I have accomplished. Their main area of interest was on NLP and time series analysis using DL,,,,[],Quantiphi,"Dec 8, 2018",InterviewQuestionResult_1989,Junior Data Scientist,
Explain your previous work experience.,,,,[],NYeC,"Dec 8, 2018",InterviewQuestionResult_3755,Data Analyst,
Why Mastercard? Walk thru resume.,,,,[],Mastercard,"Dec 8, 2018",InterviewQuestionResult_522,"Associate Analyst, Product Management",
How much money do you make?,,,,[],Alorica,"Dec 7, 2018",InterviewQuestionResult_3754,Data Reporting Analyst,
Q: How to predict/forecast sales?,,,,[],USI Technologies,"Dec 6, 2018",InterviewQuestionResult_3750,Data Analyst,
" Q: If you don't know how to do something, what do you do?",,,,[],USI Technologies,"Dec 6, 2018",InterviewQuestionResult_3751,Data Analyst,
1. Some SAS projects 2. best accomplishment 3.toughest task 4.they checked communication skills,,,,[],Oklahoma State University,"Dec 6, 2018",InterviewQuestionResult_3752,Data Analyst,
describe your past experiences,,,,[],Ames IT and Numeric Solutions,"Dec 6, 2018",InterviewQuestionResult_3753,Data Analyst,
Non-technical How have you resolved conflicts in the past? Why Vertex? Technical Explain why you used AWS Redshift Explain how you would build a system to track changes in a database,1,,,[],Vertex Pharmaceuticals,"Dec 6, 2018",InterviewQuestionResult_880,Data Engineer,
Clean data and do two predictive models of the data,,,,"['used KNN, accuracy ~93%. Would obviously recommend something else.']",State Farm,"Dec 5, 2018",InterviewQuestionResult_1988,Data Scientist,
Describe a machine learning algorithm,,,,[],J.P. Morgan,"Dec 5, 2018",InterviewQuestionResult_3746,Data Analyst,
The interview was very informative. Basic questions regarding the job nature. Some questions about my previous experience.,,,,[],Access Sciences,"Dec 5, 2018",InterviewQuestionResult_3747,Technical Data Analyst,
Name a reason you might be hesitant to join the company.,,,,[],IPG Mediabrands,"Dec 5, 2018",InterviewQuestionResult_3748,Data Analyst,
resume related question,,,,[],Acumen,"Dec 5, 2018",InterviewQuestionResult_3749,Data and Policy Analyst - Statistical Programmer,
Why do you want to be a product analyst?,,,,[],Nationwide,"Dec 5, 2018",InterviewQuestionResult_521,Product Analyst,
" Knowledge of Hadoop, Big data, Tableau etc",,,,[],Intrado,"Dec 5, 2018",InterviewQuestionResult_879,Senior Data Engineer,
Why should we hire you for this position?,,,,[],M Financial Group,"Dec 4, 2018",InterviewQuestionResult_3739,Data Analyst,
Why Acumen and why Healthcare?,,,,[],Acumen,"Dec 4, 2018",InterviewQuestionResult_3740,Data and Policy Analyst,
Where do you see yourself in 5 years,,,,[],Acumen,"Dec 4, 2018",InterviewQuestionResult_3741,Data and Policy Analyst,
Describe a research project you worked on? what kind of data did you use? how did you access and analyse it? what was the outcome,,,,['Describe the entire research'],Acumen,"Dec 4, 2018",InterviewQuestionResult_3742,Data and Policy Analyst,
What role do you assume when working in a team?,,,,[],Acumen,"Dec 4, 2018",InterviewQuestionResult_3743,Data and Policy Analyst,
What metric would you use for revenue?,,,,['Something about a funnel'],ZipRecruiter,"Dec 4, 2018",InterviewQuestionResult_3744,Data Analyst,
Explain about the different projects I have been a part of? (From Resume),,,,[],Jai Medical Systems Managed Care Organization,"Dec 4, 2018",InterviewQuestionResult_3745,Healthcare Data Analyst,
Why Booz Allen ?,,,,[],Booz Allen Hamilton,"Dec 3, 2018",InterviewQuestionResult_1986,Data Scientist,
esume and projects. How would you explain linear regression and logistic regression to people who don’t know about machine learning? How to apply Linear Regression to a classification problem? Sam’s Club has more than 600 clubs. How to cluster these clubs?,1,,,[],Sam's Club,"Dec 3, 2018",InterviewQuestionResult_1987,Data Scientist,
" What makes you excited to get up in the morning? What will people say about you at your funeral? What is regularization? Can you describe dropout, L2 and L1 regularization?",1,,,[],Asimov,"Dec 3, 2018",InterviewQuestionResult_144,Machine Learning Engineer,
Tell me more about your academic projects,,,,[],Supergoop!,"Dec 3, 2018",InterviewQuestionResult_3737,Data Analyst,
What is the difference between big and small data?,,,,[],Experian,"Dec 3, 2018",InterviewQuestionResult_3738,Data Analyst,
Describe what your company is doing with data,,,,['custom answer'],Slalom,"Dec 3, 2018",InterviewQuestionResult_878,Data Engineer,
" SEM, Recommendation system , ranking algorithms",,,,[],TripAdvisor,"Dec 2, 2018",InterviewQuestionResult_1984,Data Scientist,
" Statistics / probability, ML / classification, SWE",,,,[],Indeed,"Dec 2, 2018",InterviewQuestionResult_1985,Data Scientist,
Tell us about your backround,,,,[],Jefferson School District,"Dec 2, 2018",InterviewQuestionResult_3734,Data Analyst,
- Explain what p-value is for people who knows nothing about statistics. - How do you handle missing predictors and responses? - Assumptions for linear regression,,,,[],Experian,"Dec 2, 2018",InterviewQuestionResult_3735,Entry Level Data Analyst,
why t mobile?,,,,[],T-Mobile,"Dec 2, 2018",InterviewQuestionResult_3736,Data Analyst,
" Behavior questions, system design and some code problems.",,,,[],Oath,"Dec 2, 2018",InterviewQuestionResult_876,Data Engineer,
How to add test to your code?,,,,[],Clarifai,"Dec 2, 2018",InterviewQuestionResult_877,Data Engineer,
She asked what in my experience made me think I'd be a good fit for the position?,,,,"['The position sounds like an ETL position, and I had been a Performance Engineer and Software Engineer for many years. I mentioned that as a performance engineer, among the things i have to do is populated the databases with large quantities of data so that SQL queries would be against tables with completely filled with data. Sometimes that was just test data, sometimes it was real data that came from other sources. I may use Java, Linux Shell Scripts, PL/SQL or some other tool to manipulate the data into the proper format. Although I don\'t call this ""Data Engineering"" i believe it is effectively the same thing. But this was not my primary job, it was a precondition to doing my primary job. I also mentioned that i have a friend whose family owns a business that gets a data feed from a vendor. They needed to continuously get that data into their database. In Python, I wrote the process to parse the incoming data and transform it into the proper format to get it into the companies database. Drilling Info seems to primarily use Python, but when i do my work, Python is just one of many tools i might use. I said that since it was listed in their job posting i downloaded and installed a developer version of SQLServer, SSIS, SSDT and went through a ""how to create your first package"" tutorial, which was pretty easy and not very realistic. So i then tried to re-implement the work I did for my friend\'s company. The work to several days but taught me a LOT more about how SSIS actually works. Do although i don\'t have any professional experience with SSIS, I have now been exposed to it.']",Enverus,"Dec 1, 2018",InterviewQuestionResult_875,Data Engineer,
Why did you code things a certian way.,,,,[],Uptake,"Nov 30, 2018",InterviewQuestionResult_1981,Data Scientist,
" Standard data science, machine learning and coding questions",,,,[],C3.ai,"Nov 30, 2018",InterviewQuestionResult_1982,Data Scientist,
" Questions were data preparation, feature engineering and modeling focus. Some of questions were tradeoff having one best choice. Expect Programming in Python. It is closed book and note. ",,,,[],Ericsson-Worldwide,"Nov 30, 2018",InterviewQuestionResult_1983,Junior Data Scientist,
SQL queries,,,,[],Capillary Technologies,"Nov 30, 2018",InterviewQuestionResult_3728,Data Analyst,
probability,,,,[],Flipkart,"Nov 30, 2018",InterviewQuestionResult_3729,Data Analyst,
logical reasoning,,,,[],Flipkart,"Nov 30, 2018",InterviewQuestionResult_3730,Data Analyst,
SQL joins,,,,[],Flipkart,"Nov 30, 2018",InterviewQuestionResult_3731,Data Analyst,
- SQL questions based on Partitioning functions - Lots of behavioral questions - Logical case questions,,,,[],Atom Tickets,"Nov 30, 2018",InterviewQuestionResult_3732,Senior Data Analyst,
" Resume walkthrough, data analysis, SQL experience, business intelligence, questions based on my previous projects. ",,,,[],PwC,"Nov 30, 2018",InterviewQuestionResult_3733,Financial Data Analyst,
Describe how you would make a sandwich.,,,,[],Reynolds and Reynolds,"Nov 30, 2018",InterviewQuestionResult_519,Product Analyst,
Explain a time in which you had to take lead for a project. How did it go?,,,,[],Reynolds and Reynolds,"Nov 30, 2018",InterviewQuestionResult_520,Product Analyst,
A situation you request assistance.,,,,[],Allstate,"Nov 30, 2018",InterviewQuestionResult_874,Big Data Engineer,
Bias variance trade off,,,,"['When you are building a model, you would not want the model to be too simple that it fails to fit well on training data. This means high error on training data(High Bias). This scenario is also referred to as Underfitting. Neither you would want your model to be too complex that it captures the noise in the data as well(High Variance). This scenario is also referred to as Overfitting. We need to find the middle way, to fit the model just well. This is nothing but ""Bias Variance Trade Off"".']",UBS,"Nov 29, 2018",InterviewQuestionResult_1971,Data Scientist,
Difference between logistic regression and linear regression,,,,[],UBS,"Nov 29, 2018",InterviewQuestionResult_1972,Data Scientist,
Explain a gaussian classifier,,,,[],UBS,"Nov 29, 2018",InterviewQuestionResult_1973,Data Scientist,
" Statistical vs Machine learning, explain the difference",,,,[],UBS,"Nov 29, 2018",InterviewQuestionResult_1974,Data Scientist,
Describe your research.,,,,[],Spectranetix,"Nov 29, 2018",InterviewQuestionResult_1975,Data Scientist,
Difference between a Z test and a T test What is P-value Type -1 and 2 errors Product oriented questions SQL exercises coding questions,,,,[],Lime,"Nov 29, 2018",InterviewQuestionResult_1976,Data Scientist,
" about your projects, previous company projects and resume based.",,,,[],DataRobot,"Nov 29, 2018",InterviewQuestionResult_1977,Data Scientist,
" Product based questions and how I use Machine learning to solve their business problems A/B testing questions MIP formulation question Decision Trees and Traditional ML algorithm questions High level metrics, Driver oriented metrics, Shipper side Metrics Experimentation questions",1,,,[],Uber,"Nov 29, 2018",InterviewQuestionResult_1978,Data Scientist,
Why IBM ? Technical questions were off the resume.,,,,[],IBM,"Nov 29, 2018",InterviewQuestionResult_1979,Data Scientist,
Most of the technical questions were based on the things we did on the homework assignment.,,,,[],ZestFinance,"Nov 29, 2018",InterviewQuestionResult_1980,Data Scientist,
